movieId,rec_1_id,rec_1_clean_title,rec_2_id,rec_2_clean_title,rec_3_id,rec_3_clean_title,rec_4_id,rec_4_clean_title,rec_5_id,rec_5_clean_title,rec_6_id,rec_6_clean_title,rec_7_id,rec_7_clean_title,rec_8_id,rec_8_clean_title,rec_9_id,rec_9_clean_title,rec_10_id,rec_10_clean_title
8917,8917,Team America World Police 2004,5110,Super Troopers 2001,8641,Anchorman The Legend of Ron Burgundy 2004,8807,Harold and Kumar Go to White Castle 2004,61132,Tropic Thunder 2008,8528,Dodgeball A True Underdog Story 2004,6188,Old School 2003,48385,Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan 2006,2700,South Park Bigger Longer and Uncut 1999,4734,Jay and Silent Bob Strike Back 2001
5673,5673,PunchDrunk Love 2002,6440,Barton Fink 1991,8910,I Heart Huckabees 2004,6620,American Splendor 2003,5902,Adaptation 2002,4144,In the Mood For Love Fa yeung nin wa 2000,3160,Magnolia 1999,4873,Waking Life 2001,4881,Man Who Wasnt There The 2001,5954,25th Hour 2002
3969,3969,Pay It Forward 2000,5014,I Am Sam 2001,64716,Seven Pounds 2008,2431,Patch Adams 1998,4019,Finding Forrester 2000,8533,Notebook The 2004,4874,KPAX 2001,3916,Remember the Titans 2000,72641,Blind Side The  2009,4018,What Women Want 2000
116823,116823,The Hunger Games Mockingjay  Part 1 2014,135133,The Hunger Games Mockingjay  Part 2 2015,130490,Insurgent 2015,108190,Divergent 2014,106487,The Hunger Games Catching Fire 2013,114180,Maze Runner The 2014,91500,The Hunger Games 2012,159093,Now You See Me 2 2016,111921,The Fault in Our Stars 2014,111659,Maleficent 2014
916,916,Roman Holiday 1953,915,Sabrina 1954,911,Charade 1963,898,Philadelphia Story The 1940,955,Bringing Up Baby 1938,905,It Happened One Night 1934,951,His Girl Friday 1940,933,To Catch a Thief 1955,902,Breakfast at Tiffanys 1961,928,Rebecca 1940
2478,2478,Three Amigos 1986,2423,Christmas Vacation National Lampoons Christmas Vacation 1989,2413,Clue 1985,2371,Fletch 1985,4499,Dirty Rotten Scoundrels 1988,3087,Scrooged 1988,2109,Jerk The 1979,2134,Weird Science 1985,2795,National Lampoons Vacation 1983,3608,Peewees Big Adventure 1985
81562,81562,127 Hours 2010,89774,Warrior 2011,89864,5050 2011,55247,Into the Wild 2007,64716,Seven Pounds 2008,81932,Fighter The 2010,105844,12 Years a Slave 2013,105504,Captain Phillips 2013,104913,Rush 2013,139385,The Revenant 2015
122900,122900,AntMan 2015,188301,AntMan and the Wasp 2018,122924,XMen Apocalypse 2016,122892,Avengers Age of Ultron 2015,122920,Captain America Civil War 2016,122922,Doctor Strange 2016,130634,Furious 7 2015,106072,Thor The Dark World 2013,135569,Star Trek Beyond 2016,122926,Untitled SpiderMan Reboot 2017
3354,3354,Mission to Mars 2000,3981,Red Planet 2000,3986,6th Day The 2000,3156,Bicentennial Man 1999,4643,Planet of the Apes 2001,1590,Event Horizon 1997,8371,Chronicles of Riddick The 2004,5219,Resident Evil 2002,5254,Blade II 2002,34048,War of the Worlds 2005
1952,1952,Midnight Cowboy 1969,3201,Five Easy Pieces 1970,2303,Nashville 1975,3152,Last Picture Show The 1971,2132,Whos Afraid of Virginia Woolf 1966,3095,Grapes of Wrath The 1940,3741,Badlands 1973,1945,On the Waterfront 1954,1251,8 12 8 1963,2731,400 Blows The Les quatre cents coups 1959
4855,4855,Dirty Harry 1971,7076,Bullitt 1968,3508,Outlaw Josey Wales The 1976,3681,For a Few Dollars More Per qualche dollaro in pi 1965,4327,Magnificent Seven The 1960,2951,Fistful of Dollars A Per un pugno di dollari 1964,3551,Marathon Man 1976,2403,First Blood Rambo First Blood 1982,2944,Dirty Dozen The 1967,1953,French Connection The 1971
57368,57368,Cloverfield 2008,56145,Mist The 2007,152077,10 Cloverfield Lane 2016,87306,Super 8 2011,54995,Planet Terror 2007,53000,28 Weeks Later 2007,7360,Dawn of the Dead 2004,52328,Sunshine 2007,93840,Cabin in the Woods The 2012,52281,Grindhouse 2007
1378,1378,Young Guns 1988,1379,Young Guns II 1990,4128,Lost Boys The 1987,2423,Christmas Vacation National Lampoons Christmas Vacation 1989,1275,Highlander 1986,553,Tombstone 1993,3552,Caddyshack 1980,2403,First Blood Rambo First Blood 1982,1101,Top Gun 1986,2795,National Lampoons Vacation 1983
3798,3798,What Lies Beneath 2000,2841,Stir of Echoes 1999,3409,Final Destination 2000,3005,Bone Collector The 1999,2881,Double Jeopardy 1999,6323,Identity 2003,5679,Ring The 2002,4720,Others The 2001,3510,Frequency 2000,3753,Patriot The 2000
2366,2366,King Kong 1933,1340,Bride of Frankenstein The Bride of Frankenstein 1935,2648,Frankenstein 1931,2644,Dracula 1931,2664,Invasion of the Body Snatchers 1956,3022,General The 1926,1348,Nosferatu Nosferatu eine Symphonie des Grauens 1922,3365,Searchers The 1956,940,Adventures of Robin Hood The 1938,3629,Gold Rush The 1925
3396,3396,Muppet Movie The 1979,3397,Great Muppet Caper The 1981,3398,Muppets Take Manhattan The 1984,2083,Muppet Christmas Carol The 1992,3608,Peewees Big Adventure 1985,2139,Secret of NIMH The 1982,3088,Harvey 1950,2137,Charlottes Web 1973,3034,Robin Hood 1973,2140,Dark Crystal The 1982
93840,93840,Cabin in the Woods The 2012,83134,Tucker  Dale vs Evil 2010,121231,It Follows 2014,103688,Conjuring The 2013,103341,Worlds End The 2013,115122,What We Do in the Shadows 2014,96737,Dredd 2012,56145,Mist The 2007,152077,10 Cloverfield Lane 2016,107406,Snowpiercer 2013
1298,1298,Pink Floyd The Wall 1982,1884,Fear and Loathing in Las Vegas 1998,2010,Metropolis 1927,1921,Pi 1998,6807,Monty Pythons The Meaning of Life 1983,1175,Delicatessen 1991,1199,Brazil 1985,1282,Fantasia 1940,2657,Rocky Horror Picture Show The 1975,1206,Clockwork Orange A 1971
4235,4235,Amores Perros Loves a Bitch 2000,5878,Talk to Her Hable con Ella 2002,5225,And Your Mother Too Y tu mam tambin 2001,6953,21 Grams 2003,46723,Babel 2006,7371,Dogville 2003,3910,Dancer in the Dark 2000,3083,All About My Mother Todo sobre mi madre 1999,8873,Motorcycle Diaries The Diarios de motocicleta 2004,8638,Before Sunset 2004
72011,72011,Up in the Air 2009,91077,Descendants The 2011,53123,Once 2006,55276,Michael Clayton 2007,98961,Zero Dark Thirty 2012,89864,5050 2011,63876,Milk 2008,69481,Hurt Locker The 2008,64839,Wrestler The 2008,80489,Town The 2010
91630,91630,Mission Impossible  Ghost Protocol 2011,111781,Mission Impossible  Rogue Nation 2015,102716,Fast  Furious 6 Fast and the Furious 6 The 2013,91535,Bourne Legacy The 2012,45186,Mission Impossible III 2006,99112,Jack Reacher 2012,130634,Furious 7 2015,86644,Fast Five Fast and the Furious 5 The 2011,136020,Spectre 2015,102125,Iron Man 3 2013
5064,5064,The Count of Monte Cristo 2002,8972,National Treasure 2004,7445,Man on Fire 2004,6378,Italian Job The 2003,3916,Remember the Titans 2000,3753,Patriot The 2000,7143,Last Samurai The 2003,7458,Troy 2004,4223,Enemy at the Gates 2001,3275,Boondock Saints The 2000
3317,3317,Wonder Boys 2000,3983,You Can Count on Me 2000,4641,Ghost World 2001,1635,Ice Storm The 1997,2973,Crimes and Misdemeanors 1989,5673,PunchDrunk Love 2002,5013,Gosford Park 2001,3504,Network 1976,5902,Adaptation 2002,5225,And Your Mother Too Y tu mam tambin 2001
2795,2795,National Lampoons Vacation 1983,2423,Christmas Vacation National Lampoons Christmas Vacation 1989,2371,Fletch 1985,3552,Caddyshack 1980,1663,Stripes 1981,4002,Planes Trains  Automobiles 1987,2109,Jerk The 1979,3210,Fast Times at Ridgemont High 1982,2301,History of the World Part I 1981,3421,Animal House 1978
122920,122920,Captain America Civil War 2016,122924,XMen Apocalypse 2016,122926,Untitled SpiderMan Reboot 2017,110102,Captain America The Winter Soldier 2014,122892,Avengers Age of Ultron 2015,122922,Doctor Strange 2016,135569,Star Trek Beyond 2016,122914,Avengers Infinity War  Part II 2019,122906,Black Panther 2017,122912,Avengers Infinity War  Part I 2018
1292,1292,Being There 1979,1238,Local Hero 1983,1235,Harold and Maude 1971,2132,Whos Afraid of Virginia Woolf 1966,2973,Crimes and Misdemeanors 1989,3037,Little Big Man 1970,3730,Conversation The 1974,1303,Man Who Would Be King The 1975,1256,Duck Soup 1933,3504,Network 1976
95167,95167,Brave 2012,101142,Croods The 2013,98243,Rise of the Guardians 2012,97225,Hotel Transylvania 2012,72737,Princess and the Frog The 2009,106696,Frozen 2013,111659,Maleficent 2014,112175,How to Train Your Dragon 2 2014,103141,Monsters University 2013,103335,Despicable Me 2 2013
2391,2391,Simple Plan A 1998,3983,You Can Count on Me 2000,3683,Blood Simple 1984,1834,Spanish Prisoner The 1997,1719,Sweet Hereafter The 1997,2917,Body Heat 1981,2973,Crimes and Misdemeanors 1989,1095,Glengarry Glen Ross 1992,1248,Touch of Evil 1958,2289,Player The 1992
3257,3257,Bodyguard The 1992,1835,City of Angels 1998,2340,Meet Joe Black 1998,6155,How to Lose a Guy in 10 Days 2003,3247,Sister Act 1992,1088,Dirty Dancing 1987,2724,Runaway Bride 1999,2424,Youve Got Mail 1998,1027,Robin Hood Prince of Thieves 1991,3969,Pay It Forward 2000
2352,2352,Big Chill The 1983,1956,Ordinary People 1980,1958,Terms of Endearment 1983,2919,Year of Living Dangerously The 1982,3543,Diner 1982,1096,Sophies Choice 1982,2243,Broadcast News 1987,3359,Breaking Away 1979,2917,Body Heat 1981,1124,On Golden Pond 1981
96821,96821,Perks of Being a Wallflower The 2012,111921,The Fault in Our Stars 2014,104374,About Time 2013,88163,Crazy Stupid Love 2011,164909,La La Land 2016,89864,5050 2011,97921,Silver Linings Playbook 2012,112290,Boyhood 2014,80549,Easy A 2010,140174,Room 2015
4019,4019,Finding Forrester 2000,3980,Men of Honor 2000,3916,Remember the Titans 2000,6565,Seabiscuit 2003,3969,Pay It Forward 2000,5064,The Count of Monte Cristo 2002,2501,October Sky 1999,33660,Cinderella Man 2005,8970,Finding Neverland 2004,3252,Scent of a Woman 1992
1245,1245,Millers Crossing 1990,6440,Barton Fink 1991,3683,Blood Simple 1984,3741,Badlands 1973,4881,Man Who Wasnt There The 2001,599,Wild Bunch The 1969,3730,Conversation The 1974,1095,Glengarry Glen Ross 1992,1248,Touch of Evil 1958,2973,Crimes and Misdemeanors 1989
1957,1957,Chariots of Fire 1981,1949,Man for All Seasons A 1966,1956,Ordinary People 1980,3359,Breaking Away 1979,1132,Manon of the Spring Manon des sources 1986,1131,Jean de Florette 1986,1096,Sophies Choice 1982,2067,Doctor Zhivago 1965,1224,Henry V 1989,1231,Right Stuff The 1983
1104,1104,Streetcar Named Desire A 1951,971,Cat on a Hot Tin Roof 1958,2132,Whos Afraid of Virginia Woolf 1966,949,East of Eden 1955,1945,On the Waterfront 1954,926,All About Eve 1950,3095,Grapes of Wrath The 1940,1944,From Here to Eternity 1953,3152,Last Picture Show The 1971,1251,8 12 8 1963
2300,2300,Producers The 1968,1256,Duck Soup 1933,3022,General The 1926,2863,Hard Days Night A 1964,955,Bringing Up Baby 1938,3507,Odd Couple The 1968,951,His Girl Friday 1940,3088,Harvey 1950,3545,Cabaret 1972,905,It Happened One Night 1934
5013,5013,Gosford Park 2001,4903,In the Bedroom 2001,3983,You Can Count on Me 2000,5135,Monsoon Wedding 2001,5992,Hours The 2002,6620,American Splendor 2003,6385,Whale Rider 2002,3730,Conversation The 1974,2973,Crimes and Misdemeanors 1989,5878,Talk to Her Hable con Ella 2002
1801,1801,Man in the Iron Mask The 1998,1027,Robin Hood Prince of Thieves 1991,2125,Ever After A Cinderella Story 1998,2006,Mask of Zorro The 1998,5064,The Count of Monte Cristo 2002,1479,Saint The 1997,2340,Meet Joe Black 1998,4299,Knights Tale A 2001,3489,Hook 1991,552,Three Musketeers The 1993
6323,6323,Identity 2003,8957,Saw 2004,5630,Red Dragon 2002,5679,Ring The 2002,7360,Dawn of the Dead 2004,4720,Others The 2001,7254,The Butterfly Effect 2004,2232,Cube 1997,7445,Man on Fire 2004,8950,The Machinist 2004
95510,95510,Amazing SpiderMan The 2012,110553,The Amazing SpiderMan 2 2014,103772,Wolverine The 2013,102716,Fast  Furious 6 Fast and the Furious 6 The 2013,122924,XMen Apocalypse 2016,103042,Man of Steel 2013,106072,Thor The Dark World 2013,130634,Furious 7 2015,86644,Fast Five Fast and the Furious 5 The 2011,102125,Iron Man 3 2013
2423,2423,Christmas Vacation National Lampoons Christmas Vacation 1989,2795,National Lampoons Vacation 1983,4002,Planes Trains  Automobiles 1987,3087,Scrooged 1988,3552,Caddyshack 1980,2371,Fletch 1985,333,Tommy Boy 1995,2804,Christmas Story A 1983,6188,Old School 2003,6936,Elf 2003
4015,4015,Dude Wheres My Car 2000,4343,Evolution 2001,4728,Rat Race 2001,7317,EuroTrip 2004,3785,Scary Movie 2000,3617,Road Trip 2000,8807,Harold and Kumar Go to White Castle 2004,4734,Jay and Silent Bob Strike Back 2001,4718,American Pie 2 2001,5481,Austin Powers in Goldmember 2002
1095,1095,Glengarry Glen Ross 1992,2973,Crimes and Misdemeanors 1989,3730,Conversation The 1974,2132,Whos Afraid of Virginia Woolf 1966,1245,Millers Crossing 1990,1189,Thin Blue Line The 1988,1719,Sweet Hereafter The 1997,3468,Hustler The 1961,3504,Network 1976,3683,Blood Simple 1984
4901,4901,Spy Game 2001,7445,Man on Fire 2004,5064,The Count of Monte Cristo 2002,4223,Enemy at the Gates 2001,6378,Italian Job The 2003,5010,Black Hawk Down 2001,44199,Inside Man 2006,4776,Training Day 2001,3256,Patriot Games 1992,8665,Bourne Supremacy The 2004
1179,1179,Grifters The 1990,4037,House of Games 1987,3152,Last Picture Show The 1971,1264,Diva 1981,2917,Body Heat 1981,3683,Blood Simple 1984,1248,Touch of Evil 1958,942,Laura 1944,2289,Player The 1992,1189,Thin Blue Line The 1988
2359,2359,Waking Ned Devine aka Waking Ned 1998,3060,Commitments The 1991,1641,Full Monty The 1997,1188,Strictly Ballroom 1992,2352,Big Chill The 1983,1449,Waiting for Guffman 1996,1957,Chariots of Fire 1981,1292,Being There 1979,3072,Moonstruck 1987,2150,Gods Must Be Crazy The 1980
128360,128360,The Hateful Eight 2015,139385,The Revenant 2015,158238,The Nice Guys 2016,139644,Sicario 2015,177593,Three Billboards Outside Ebbing Missouri 2017,112183,Birdman Or The Unexpected Virtue of Ignorance 2014,152077,10 Cloverfield Lane 2016,174055,Dunkirk 2017,99114,Django Unchained 2012,171763,Baby Driver 2017
103249,103249,World War Z 2013,104243,Riddick 2013,103253,Elysium 2013,55232,Resident Evil Extinction 2007,103772,Wolverine The 2013,114180,Maze Runner The 2014,111360,Lucy 2014,106002,Enders Game 2013,101864,Oblivion 2013,112171,Equalizer The 2014
1385,1385,Under Siege 1992,204,Under Siege 2 Dark Territory 1995,2002,Lethal Weapon 3 1992,1370,Die Hard 2 1990,2403,First Blood Rambo First Blood 1982,1552,Con Air 1997,1918,Lethal Weapon 4 1998,786,Eraser 1996,2001,Lethal Weapon 2 1989,1608,Air Force One 1997
63992,63992,Twilight 2008,72407,Twilight Saga New Moon The 2009,91104,Twilight Saga Breaking Dawn  Part 1 The 2011,78772,Twilight Saga Eclipse The 2010,98203,Twilight Saga Breaking Dawn  Part 2 The 2012,47382,Step Up 2006,44193,Shes the Man 2006,108190,Divergent 2014,5066,Walk to Remember A 2002,56941,PS I Love You 2007
1779,1779,Sphere 1998,1590,Event Horizon 1997,8371,Chronicles of Riddick The 2004,52328,Sunshine 2007,5219,Resident Evil 2002,2232,Cube 1997,1876,Deep Impact 1998,34048,War of the Worlds 2005,6323,Identity 2003,34319,Island The 2005
72226,72226,Fantastic Mr Fox 2009,55269,Darjeeling Limited The 2007,94959,Moonrise Kingdom 2012,30810,Life Aquatic with Steve Zissou The 2004,65261,Ponyo Gake no ue no Ponyo 2008,109374,Grand Budapest Hotel The 2014,112183,Birdman Or The Unexpected Virtue of Ignorance 2014,66097,Coraline 2009,79702,Scott Pilgrim vs the World 2010,108932,The Lego Movie 2014
830,830,First Wives Club The 1996,1367,101 Dalmatians 1996,5,Father of the Bride Part II 1995,7,Sabrina 1995,3,Grumpier Old Men 1995,1569,My Best Friends Wedding 1997,802,Phenomenon 1996,141,Birdcage The 1996,708,Truth About Cats  Dogs The 1996,783,Hunchback of Notre Dame The 1996
2371,2371,Fletch 1985,2795,National Lampoons Vacation 1983,1663,Stripes 1981,3552,Caddyshack 1980,2301,History of the World Part I 1981,2109,Jerk The 1979,1257,Better Off Dead 1985,2423,Christmas Vacation National Lampoons Christmas Vacation 1989,2134,Weird Science 1985,1297,Real Genius 1985
4890,4890,Shallow Hal 2001,5449,Mr Deeds 2002,4728,Rat Race 2001,6155,How to Lose a Guy in 10 Days 2003,6593,Freaky Friday 2003,3968,Bedazzled 2000,5957,Two Weeks Notice 2002,5620,Sweet Home Alabama 2002,5066,Walk to Remember A 2002,7444,13 Going on 30 2004
2378,2378,Police Academy 1984,2379,Police Academy 2 Their First Assignment 1985,2380,Police Academy 3 Back in Training 1986,5541,Hot Shots 1991,3869,Naked Gun 2 12 The Smell of Fear The 1991,2953,Home Alone 2 Lost in New York 1992,2335,Waterboy The 1998,3868,Naked Gun From the Files of Police Squad The 1988,2717,Ghostbusters II 1989,2134,Weird Science 1985
1253,1253,Day the Earth Stood Still The 1951,1301,Forbidden Planet 1956,2662,War of the Worlds The 1953,2664,Invasion of the Body Snatchers 1956,2648,Frankenstein 1931,3196,Stalag 17 1953,940,Adventures of Robin Hood The 1938,2366,King Kong 1933,2010,Metropolis 1927,1283,High Noon 1952
4105,4105,Evil Dead The 1981,1241,Dead Alive Braindead 1992,1261,Evil Dead II Dead by Dawn 1987,7387,Dawn of the Dead 1978,3018,ReAnimator 1985,3917,Hellraiser 1987,2459,Texas Chainsaw Massacre The 1974,6774,Videodrome 1983,968,Night of the Living Dead 1968,1215,Army of Darkness 1993
1296,1296,Room with a View A 1986,3260,Howards End 1992,1264,Diva 1981,1132,Manon of the Spring Manon des sources 1986,1131,Jean de Florette 1986,28,Persuasion 1995,1300,My Life as a Dog Mitt liv som hund 1985,1224,Henry V 1989,1096,Sophies Choice 1982,898,Philadelphia Story The 1940
2010,2010,Metropolis 1927,6987,Cabinet of Dr Caligari The Cabinet des Dr Caligari Das 1920,3742,Battleship Potemkin 1925,3022,General The 1926,1348,Nosferatu Nosferatu eine Symphonie des Grauens 1922,3629,Gold Rush The 1925,3503,Solaris Solyaris 1972,5147,Wild Strawberries Smultronstllet 1957,1260,M 1931,1232,Stalker 1979
46972,46972,Night at the Museum 2006,68793,Night at the Museum Battle of the Smithsonian 2009,119155,Night at the Museum Secret of the Tomb 2014,52287,Meet the Robinsons 2007,56775,National Treasure Book of Secrets 2007,82169,Chronicles of Narnia The Voyage of the Dawn Treader The 2010,59501,Chronicles of Narnia Prince Caspian The 2008,97225,Hotel Transylvania 2012,45672,Click 2006,69644,Ice Age Dawn of the Dinosaurs 2009
40629,40629,Pride  Prejudice 2005,7669,Pride and Prejudice 1995,55052,Atonement 2007,49286,Holiday The 2006,8533,Notebook The 2004,88810,Help The 2011,104374,About Time 2013,45720,Devil Wears Prada The 2006,6942,Love Actually 2003,39183,Brokeback Mountain 2005
3424,3424,Do the Right Thing 1989,3741,Badlands 1973,2973,Crimes and Misdemeanors 1989,3152,Last Picture Show The 1971,3983,You Can Count on Me 2000,3246,Malcolm X 1992,2731,400 Blows The Les quatre cents coups 1959,1189,Thin Blue Line The 1988,3730,Conversation The 1974,3504,Network 1976
122912,122912,Avengers Infinity War  Part I 2018,122914,Avengers Infinity War  Part II 2019,122916,Thor Ragnarok 2017,122906,Black Panther 2017,187593,Deadpool 2 2018,122926,Untitled SpiderMan Reboot 2017,195159,SpiderMan Into the SpiderVerse 2018,140956,Ready Player One,122918,Guardians of the Galaxy 2 2017,122922,Doctor Strange 2016
2340,2340,Meet Joe Black 1998,1835,City of Angels 1998,2297,What Dreams May Come 1998,3969,Pay It Forward 2000,4018,What Women Want 2000,4975,Vanilla Sky 2001,4874,KPAX 2001,7458,Troy 2004,1645,The Devils Advocate 1997,8533,Notebook The 2004
107,107,Muppet Treasure Island 1996,2083,Muppet Christmas Carol The 1992,3396,Muppet Movie The 1979,783,Hunchback of Notre Dame The 1996,661,James and the Giant Peach 1996,1028,Mary Poppins 1964,1073,Willy Wonka  the Chocolate Factory 1971,1282,Fantasia 1940,594,Snow White and the Seven Dwarfs 1937,141,Birdcage The 1996
7022,7022,Battle Royale Batoru rowaiaru 2000,7387,Dawn of the Dead 1978,6283,Cowboy Bebop The Movie Cowboy Bebop Tengoku no Tobira 2001,52281,Grindhouse 2007,4105,Evil Dead The 1981,5690,Grave of the Fireflies Hotaru no haka 1988,31878,Kung Fu Hustle Gong fu 2004,27773,Old Boy 2003,61240,Let the Right One In Lt den rtte komma in 2008,7090,Hero Ying xiong 2002
41997,41997,Munich 2005,40583,Syriana 2005,39292,Good Night and Good Luck 2005,50068,Letters from Iwo Jima 2006,36517,Constant Gardener The 2005,37733,History of Violence A 2005,37741,Capote 2005,55276,Michael Clayton 2007,55118,Eastern Promises 2007,41285,Match Point 2005
1086,1086,Dial M for Murder 1954,5008,Witness for the Prosecution 1957,3801,Anatomy of a Murder 1959,2176,Rope 1948,906,Gaslight 1944,2183,Man Who Knew Too Much The 1956,2208,Lady Vanishes The 1938,2203,Shadow of a Doubt 1943,933,To Catch a Thief 1955,2186,Strangers on a Train 1951
5945,5945,About Schmidt 2002,6620,American Splendor 2003,5673,PunchDrunk Love 2002,8949,Sideways 2004,5992,Hours The 2002,3983,You Can Count on Me 2000,5902,Adaptation 2002,6867,Station Agent The 2003,6385,Whale Rider 2002,39292,Good Night and Good Luck 2005
80549,80549,Easy A 2010,44193,Shes the Man 2006,96588,Pitch Perfect 2012,88405,Friends with Benefits 2011,69406,Proposal The 2009,88163,Crazy Stupid Love 2011,4700,Princess Diaries The 2001,104211,Were the Millers 2013,111921,The Fault in Our Stars 2014,86833,Bridesmaids 2011
6287,6287,Anger Management 2003,33646,Longest Yard The 2005,7173,Along Came Polly 2004,45672,Click 2006,5449,Mr Deeds 2002,30825,Meet the Fockers 2004,6383,2 Fast 2 Furious Fast and the Furious 2 The 2003,6548,Bad Boys II 2003,4728,Rat Race 2001,7317,EuroTrip 2004
2421,2421,Karate Kid Part II The 1986,2422,Karate Kid Part III The 1989,2420,Karate Kid The 1984,2411,Rocky IV 1985,2409,Rocky II 1979,2717,Ghostbusters II 1989,2431,Patch Adams 1998,2641,Superman II 1980,4489,Coming to America 1988,2054,Honey I Shrunk the Kids 1989
1499,1499,Anaconda 1997,2713,Lake Placid 1999,2404,Rambo III 1988,2722,Deep Blue Sea 1999,1562,Batman  Robin 1997,1644,I Know What You Did Last Summer 1997,1438,Dantes Peak 1997,4343,Evolution 2001,2428,Faculty The 1998,4638,Jurassic Park III 2001
60,60,Indian in the Cupboard The 1995,362,Jungle Book The 1994,158,Casper 1995,262,Little Princess A 1995,531,Secret Garden The 1993,48,Pocahontas 1995,317,Santa Clause The 1994,277,Miracle on 34th Street 1994,616,Aristocats The 1970,2,Jumanji 1995
5507,5507,xXx 2002,46335,Fast and the Furious Tokyo Drift The Fast and the Furious 3 The 2006,67923,Fast  Furious Fast and the Furious 4 The 2009,6383,2 Fast 2 Furious Fast and the Furious 2 The 2003,102716,Fast  Furious 6 Fast and the Furious 6 The 2013,36519,Transporter 2 2005,6595,SWAT 2003,6564,Lara Croft Tomb Raider The Cradle of Life 2003,130634,Furious 7 2015,6548,Bad Boys II 2003
2134,2134,Weird Science 1985,1297,Real Genius 1985,1257,Better Off Dead 1985,2371,Fletch 1985,2144,Sixteen Candles 1984,4128,Lost Boys The 1987,3087,Scrooged 1988,2795,National Lampoons Vacation 1983,2423,Christmas Vacation National Lampoons Christmas Vacation 1989,2478,Three Amigos 1986
46723,46723,Babel 2006,6953,21 Grams 2003,4235,Amores Perros Loves a Bitch 2000,7371,Dogville 2003,36517,Constant Gardener The 2005,41285,Match Point 2005,48043,Fountain The 2006,5878,Talk to Her Hable con Ella 2002,48738,Last King of Scotland The 2006,8873,Motorcycle Diaries The Diarios de motocicleta 2004
6155,6155,How to Lose a Guy in 10 Days 2003,6266,What a Girl Wants 2003,70183,Ugly Truth The 2009,5620,Sweet Home Alabama 2002,44193,Shes the Man 2006,5957,Two Weeks Notice 2002,56949,27 Dresses 2008,36525,Just Like Heaven 2005,66203,Hes Just Not That Into You 2009,69406,Proposal The 2009
2485,2485,Shes All That 1999,44193,Shes the Man 2006,1895,Cant Hardly Wait 1998,2581,Never Been Kissed 1999,5066,Walk to Remember A 2002,6155,How to Lose a Guy in 10 Days 2003,5620,Sweet Home Alabama 2002,5957,Two Weeks Notice 2002,4700,Princess Diaries The 2001,4054,Save the Last Dance 2001
135,135,Down Periscope 1996,637,Sgt Bilko 1996,743,Spy Hard 1996,719,Multiplicity 1996,3,Grumpier Old Men 1995,788,Nutty Professor The 1996,653,Dragonheart 1996,786,Eraser 1996,5,Father of the Bride Part II 1995,494,Executive Decision 1996
2405,2405,Jewel of the Nile The 1985,2406,Romancing the Stone 1984,2470,Crocodile Dundee 1986,1918,Lethal Weapon 4 1998,2002,Lethal Weapon 3 1992,2115,Indiana Jones and the Temple of Doom 1984,2006,Mask of Zorro The 1998,2001,Lethal Weapon 2 1989,2100,Splash 1984,2407,Cocoon 1985
671,671,Mystery Science Theater 3000 The Movie 1996,1261,Evil Dead II Dead by Dawn 1987,1215,Army of Darkness 1993,720,Wallace  Gromit The Best of Aardman Animation 1996,3671,Blazing Saddles 1974,745,Wallace  Gromit A Close Shave 1995,1288,This Is Spinal Tap 1984,1278,Young Frankenstein 1974,1748,Dark City 1998,2700,South Park Bigger Longer and Uncut 1999
2872,2872,Excalibur 1981,1587,Conan the Barbarian 1982,2968,Time Bandits 1981,2021,Dune 1984,1275,Highlander 1986,2140,Dark Crystal The 1982,2193,Willow 1988,1287,BenHur 1959,3703,Road Warrior The Mad Max 2 1981,1129,Escape from New York 1981
1945,1945,On the Waterfront 1954,3134,Grand Illusion La grande illusion 1937,1939,Best Years of Our Lives The 1946,3365,Searchers The 1956,1944,From Here to Eternity 1953,3095,Grapes of Wrath The 1940,1104,Streetcar Named Desire A 1951,2731,400 Blows The Les quatre cents coups 1959,3152,Last Picture Show The 1971,3468,Hustler The 1961
2788,2788,Monty Pythons And Now for Something Completely Different 1971,6104,Monty Python Live at the Hollywood Bowl 1982,6807,Monty Pythons The Meaning of Life 1983,1080,Monty Pythons Life of Brian 1979,1256,Duck Soup 1933,2300,Producers The 1968,3671,Blazing Saddles 1974,1136,Monty Python and the Holy Grail 1975,1223,Grand Day Out with Wallace and Gromit A 1989,1288,This Is Spinal Tap 1984
1965,1965,Repo Man 1984,3070,Adventures of Buckaroo Banzai Across the 8th Dimension The 1984,1273,Down by Law 1986,2859,Stop Making Sense 1984,1211,Wings of Desire Himmel ber Berlin Der 1987,2968,Time Bandits 1981,1077,Sleeper 1973,1199,Brazil 1985,162,Crumb 1994,3683,Blood Simple 1984
799,799,Frighteners The 1996,1241,Dead Alive Braindead 1992,1347,Nightmare on Elm Street A 1984,1261,Evil Dead II Dead by Dawn 1987,1407,Scream 1996,4105,Evil Dead The 1981,1215,Army of Darkness 1993,1047,Long Kiss Goodnight The 1996,1982,Halloween 1978,1321,American Werewolf in London An 1981
53000,53000,28 Weeks Later 2007,55232,Resident Evil Extinction 2007,8861,Resident Evil Apocalypse 2004,7360,Dawn of the Dead 2004,56145,Mist The 2007,40732,Descent The 2005,5219,Resident Evil 2002,6502,28 Days Later 2002,54995,Planet Terror 2007,52328,Sunshine 2007
